Simulation:,Density Correction
Angle 51,12243.3097204994,9582.54125118623
Angle 51,12273.289349392,9588.89732193108
Angle 51,12303.2548912484,9595.15240604128
Angle 51,12333.2063773686,9601.30655612102
Angle 51,12363.1438386906,9607.35982451695
Angle 51,12393.0673057928,9613.31226332196
Angle 51,12422.9768088951,9619.16392437883
Angle 51,12452.8723778608,9624.91485928396
Angle 51,12482.7540421987,9630.56511939102
Angle 51,12512.6218310639,9636.1147558146
Angle 51,12542.4757732603,9641.5638194338
Angle 51,12572.3158972416,9646.91236089589
Angle 51,12602.1422311135,9652.16043061984
Angle 51,12631.9548026345,9657.30807879988
Angle 51,12661.7536392181,9662.3553554091
Angle 51,12691.5387679343,9667.30231020286
Angle 51,12721.3102155107,9672.14899272242
Angle 51,12751.0680083344,9676.8954522983
Angle 51,12780.8121724534,9681.54173805382
Angle 51,12810.542733578,9686.08789890851
Angle 51,12840.2597170824,9690.53398358154
Angle 51,12869.963148006,9694.88004059514
Angle 51,12899.6530510547,9699.12611827795
Angle 51,12929.3294506027,9703.27226476843
Angle 51,12958.9923706936,9707.31852801821
Angle 51,12988.6418350419,9711.26495579538
Angle 51,13018.277867034,9715.11159568787
Angle 51,13047.9004897303,9718.85849510671
Angle 51,13077.5097258657,9722.50570128936
Angle 51,13107.1055978514,9726.05326130291
Angle 51,13136.6881277761,9729.50122204741
Angle 51,13166.2573374072,9732.84963025907
Angle 51,13195.8132481922,9736.09853251348
Angle 51,13225.3558812597,9739.24797522883
Angle 51,13254.8852574211,9742.29800466912
Angle 51,13284.4013971711,9745.2486669473
Angle 51,13313.9043206897,9748.10000802846
Angle 51,13343.3940478427,9750.852073733
Angle 51,13372.8705981836,9753.50490973973
Angle 51,13402.333990954,9756.05856158901
Angle 51,13431.7842450853,9758.51307468586
Angle 51,13461.2213791995,9760.86849430305
Angle 51,13490.6454116107,9763.12486558421
Angle 51,13520.0563603258,9765.28223354687
Angle 51,13549.4542430458,9767.34064308553
Angle 51,13578.8390771669,9769.30013897471
Angle 51,13608.2108797817,9771.16076587197
Angle 51,13637.5696676798,9772.92256832096
Angle 51,13666.9154573493,9774.58559075441
Angle 51,13696.2482649777,9776.14987749712
Angle 51,13725.5681064529,9777.61547276898
Angle 51,13754.8749973642,9778.9824206879
Angle 51,13784.1689530033,9780.25076527284
Angle 51,13813.4499883652,9781.42055044669
Angle 51,13842.7181181495,9782.49182003927
Angle 51,13871.9733567609,9783.46461779024
Angle 51,13901.2157183106,9784.33898735203
Angle 51,13930.4452166169,9785.11497229274
Angle 51,13959.6618652062,9785.79261609908
Angle 51,13988.8656773142,9786.3719621792
Angle 51,14018.0566658863,9786.85305386564
Angle 51,14047.2348435791,9787.23593441817
Angle 51,14076.4002227606,9787.52064702666
Angle 51,14105.5528155118,9787.70723481394
Angle 51,14134.692633627,9787.79574083864
Angle 51,14163.819688615,9787.78620809805
Angle 51,14192.9339916996,9787.67867953092
Angle 51,14222.0355538209,9787.4731980203
Angle 51,14251.1243856356,9787.16980639636
Angle 51,14280.2004975184,9786.76854743916
Angle 51,14309.2638995622,9786.26946388151
Angle 51,14338.3146015793,9785.6725984117
Angle 51,14367.3526131022,9784.9779936763
Angle 51,14396.3779433841,9784.18569228295
Angle 51,14425.3906013998,9783.29573680313
Angle 51,14454.3905958465,9782.30816977487
Angle 51,14483.3779351446,9781.22303370558
Angle 51,14512.3526274382,9780.04037107473
Angle 51,14541.3146805963,9778.76022433662
Angle 51,14570.2641022128,9777.3826359231
Angle 51,14599.2008996081,9775.90764824632
Angle 51,14628.1250798288,9774.33530370141
Angle 51,14657.0366496494,9772.66564466925
Angle 51,14685.9356155723,9770.89871351909
Angle 51,14714.8219838287,9769.03455261135
Angle 51,14743.6957603794,9767.07320430025
Angle 51,14772.556950915,9765.01471093651
Angle 51,14801.4055608573,9762.85911487006
Angle 51,14830.2415953593,9760.60645845269
Angle 51,14859.0650593061,9758.25678404072
Angle 51,14887.8759573155,9755.81013399771
Angle 51,14916.6742937387,9753.26655069706
Angle 51,14945.4600726606,9750.62607652472
Angle 51,14974.233297901,9747.88875388183
Angle 51,15002.9939730146,9745.05462518734
Angle 51,15031.7421012919,9742.12373288068
Angle 51,15060.4776857597,9739.0961194244
Angle 51,15089.2007291817,9735.9718273068
Angle 51,15117.9112340591,9732.75089904453
Angle 51,15146.6092026311,9729.43337718527
Angle 51,15175.2946368755,9726.0193043103
Angle 51,15203.9675385091,9722.50872303717
Angle 51,15232.6279089887,9718.90167602226
Angle 51,15261.275749511,9715.19820596341
Angle 51,15289.9110610134,9711.39835560254
Angle 51,15318.5338441749,9707.50216772826
Angle 51,15347.144099416,9703.50968517841
Angle 51,15375.7418268995,9699.42095084274
Angle 51,15404.3270265309,9695.23600766542
Angle 51,15432.8996979592,9690.9548986477
Angle 51,15461.459840577,9686.57766685046
Angle 51,15490.0074535212,9682.10435539677
Angle 51,15518.5425356732,9677.53500747454
Angle 51,15547.0650856598,9672.86966633903
Angle 51,15575.5751018533,9668.10837531545
Angle 51,15604.0725823723,9663.25117780155
Angle 51,15632.5575250817,9658.29811727017
Angle 51,15661.0299275935,9653.24923727181
Angle 51,15689.489787267,9648.10458143718
Angle 51,15717.9371012094,9642.8641934798
Angle 51,15746.3718662763,9637.52811719855
Angle 51,15774.7940790719,9632.0963964802
Angle 51,15803.2037359492,9626.56907530199
Angle 51,15831.6008330112,9620.9461977342
Angle 51,15859.9853661105,9615.22780794268
Angle 51,15888.35733085,9609.41395019141
Angle 51,15916.7167225834,9603.50466884503
Angle 51,15945.0635364154,9597.50000837146
Angle 51,15973.3977672021,9591.40001334434
Angle 51,16001.7194095514,9585.20472844569
Angle 51,16030.0284578235,9578.91419846836
Angle 51,16058.324906131,9572.52846831864
Angle 51,16086.6087483395,9566.04758301876
Angle 51,16114.8799780678,9559.47158770948
Angle 51,16143.1385886882,9552.80052765257
Angle 51,16171.3845733269,9546.03444823341
Angle 51,16199.6179248646,9539.17339496351
Angle 51,16227.8386359363,9532.21741348302
Angle 51,16256.046698932,9525.16654956333
Angle 51,16284.2421059969,9518.02084910954
Angle 51,16312.4248490317,9510.78035816307
Angle 51,16340.5949196931,9503.44512290415
Angle 51,16368.7523093937,9496.01518965437
Angle 51,16396.8970093026,9488.49060487922
Angle 51,16425.0290103456,9480.87141519064
Angle 51,16453.1483032056,9473.15766734955
Angle 51,16481.2548783227,9465.34940826838
Angle 51,16509.3487258945,9457.44668501363
Angle 51,16537.4298358766,9449.4495448084
Angle 51,16565.4981979824,9441.35803503493
Angle 51,16593.5538016839,9433.17220323712
Angle 51,16621.5966362117,9424.89209712314
Angle 51,16649.626690555,9416.51776456788
Angle 51,16677.6439534625,9408.04925361558
Angle 51,16705.6484134418,9399.48661248229
Angle 51,16733.6400587604,9390.82988955851
Angle 51,16761.6188774454,9382.07913341165
Angle 51,16789.5848572841,9373.23439278862
Angle 51,16817.537985824,9364.2957166184
Angle 51,16845.4782503729,9355.26315401452
Angle 51,16873.4056379996,9346.1367542777
Angle 51,16901.3201355335,9336.91656689832
Angle 51,16929.2217295652,9327.60264155905
Angle 51,16957.1104064466,9318.19502813733
Angle 51,16984.9861522912,9308.69377670801
Angle 51,17012.8489529739,9299.09893754582
Angle 51,17040.6987941317,9289.41056112801
Angle 51,17068.5356611635,9279.62869813689
Angle 51,17096.3595392305,9269.75339946236
Angle 51,17124.1704132562,9259.78471620453
Angle 51,17151.9682679268,9249.72269967625
Angle 51,17179.7530876911,9239.5674014057
Angle 51,17207.5248567608,9229.31887313898
Angle 51,17235.2835591106,9218.97716684265
Angle 51,17263.0291784784,9208.54233470633
Angle 51,17290.7616983654,9198.0144291453
Angle 51,17318.4811020365,9187.39350280304
Angle 51,17346.1873725198,9176.67960855386
Angle 51,17373.8804926075,9165.87279950546
Angle 51,17401.5604448554,9154.97312900156
Angle 51,17429.2272115834,9143.98065062445
Angle 51,17456.8807748757,9132.89541819761
Angle 51,17484.5211165805,9121.71748578833
Angle 51,17512.1482183103,9110.44690771027
Angle 51,17539.7620614423,9099.08373852613
Angle 51,17567.362627118,9087.62803305021
Angle 51,17594.9498962437,9076.07984635103
Angle 51,17622.5238494906,9064.43923375399
Angle 51,17650.0844672945,9052.70625084394
Angle 51,17677.6317298561,9040.88095346783
Angle 51,17705.1656171415,9028.96339773736
Angle 51,17732.6861088816,9016.95364003156
Angle 51,17760.1931845725,9004.85173699947
Angle 51,17787.6868234757,8992.65774556277
Angle 51,17815.167004618,8980.37172291843
Angle 51,17842.6337067915,8967.99372654133
Angle 51,17870.0869085539,8955.52381418694
Angle 51,17897.5265882284,8942.96204389398
Angle 51,17924.9527239037,8930.30847398706
Angle 51,17952.3652934341,8917.56316307934
Angle 51,17979.7642744399,8904.72617007525
Angle 51,18007.1496443067,8891.79755417309
Angle 51,18034.5213801863,8878.77737486777
Angle 51,18061.8794589959,8865.66569195346
Angle 51,18089.223857419,8852.46256552628
Angle 51,18116.5545519045,8839.16805598701
Angle 51,18143.8715186676,8825.78222404375
Angle 51,18171.1747336893,8812.30513071466
Angle 51,18198.4641727166,8798.73683733066
Angle 51,18225.7398112624,8785.07740553811
Angle 51,18253.0016246056,8771.32689730156
Angle 51,18280.2495877913,8757.48537490645
Angle 51,18307.4836756305,8743.55290096185
Angle 51,18334.7038627002,8729.52953840318
Angle 51,18361.9101233434,8715.41535049494
Angle 51,18389.1024316693,8701.21040083349
Angle 51,18416.280761553,8686.91475334972
Angle 51,18443.4450866358,8672.5284723119
Angle 51,18470.5953803248,8658.05162232836
Angle 51,18497.7316157932,8643.48426835027
Angle 51,18524.8537659804,8628.82647567443
Angle 51,18551.9618035915,8614.07830994604
Angle 51,18579.0557010978,8599.23983716145
Angle 51,18606.1354307363,8584.31112367097
Angle 51,18633.2009645103,8569.29223618166
Angle 51,18660.2522741885,8554.18324176011
Angle 51,18687.289331306,8538.98420783525
Angle 51,18714.3121071635,8523.69520220118
Angle 51,18741.3205728273,8508.31629301993
Angle 51,18768.3146991299,8492.84754882435
Angle 51,18795.2944566692,8477.28903852087
Angle 51,18822.259815809,8461.64083139236
Angle 51,18849.2107466786,8445.90299710097
Angle 51,18876.147219173,8430.07560569098
Angle 51,18903.0692029528,8414.15872759162
Angle 51,18929.976667444,8398.15243361996
Angle 51,18956.8695818381,8382.05679498373
Angle 51,18983.7479150921,8365.87188328423
Angle 51,19010.6116359282,8349.5977705192
Angle 51,19037.4607128341,8333.23452908565
Angle 51,19064.2951140625,8316.78223178282
Angle 51,19091.1148076314,8300.24095181501
Angle 51,19117.9197613241,8283.61076279452
Angle 51,19144.7099426885,8266.89173874453
Angle 51,19171.4853190379,8250.08395410204
Angle 51,19198.2458574503,8233.18748372075
Angle 51,19224.9915247687,8216.20240287401
Angle 51,19251.7222876007,8199.12878725776
Angle 51,19278.4381123188,8181.96671299344
Angle 51,19305.1389650599,8164.71625663096
Angle 51,19331.8248117258,8147.37749515162
Angle 51,19358.4956179824,8129.95050597112
Angle 51,19385.1513492603,8112.43536694246
Angle 51,19411.7919707542,8094.83215635896
Angle 51,19438.4174474233,8077.14095295721
Angle 51,19465.0277439908,8059.36183592005
Angle 51,19491.622824944,8041.49488487959
Angle 51,19518.2026545343,8023.5401799202
Angle 51,19544.7671967769,8005.49780158146
Angle 51,19571.3164154508,7987.36783086126
Angle 51,19597.850274099,7969.15034921873
Angle 51,19624.3687360281,7950.84543857732
Angle 51,19650.871764308,7932.45318132783
Angle 51,19677.3593217724,7913.97366033139
Angle 51,19703.8313710183,7895.40695892258
Angle 51,19730.2878744062,7876.75316091241
Angle 51,19756.7287940594,7858.01235059143
Angle 51,19783.1540918649,7839.18461273276
Angle 51,19809.5637294724,7820.27003259518
Angle 51,19835.9576682947,7801.26869592619
Angle 51,19862.3358695075,7782.18068896511
Angle 51,19888.6982940491,7763.00609844615
Angle 51,19915.0449026209,7743.74501160152
Angle 51,19941.3756556866,7724.39751616452
Angle 51,19967.6905134725,7704.96370037267
Angle 51,19993.9894359675,7685.44365297081
Angle 51,20020.2723829227,7665.83746321422
Angle 51,20046.5393138516,7646.14522087175
Angle 51,20072.7901880297,7626.36701622895
Angle 51,20099.0249644949,7606.50294009125
Angle 51,20125.2436020469,7586.55308378704
Angle 51,20151.4460592475,7566.51753917089
Angle 51,20177.6322944202,7546.39639862664
Angle 51,20203.8022656503,7526.18975507064
Angle 51,20229.955930785,7505.89770195489
Angle 51,20256.0932474329,7485.52033327018
Angle 51,20282.2141729643,7465.05774354935
Angle 51,20308.3186645108,7444.51002787042
Angle 51,20334.4066789655,7423.87728185982
Angle 51,20360.4781729828,7403.15960169556
Angle 51,20386.5331029784,7382.35708411049
Angle 51,20412.5714251291,7361.46982639545
Angle 51,20438.5930953729,7340.49792640255
Angle 51,20464.5980694086,7319.44148254836
Angle 51,20490.5863026963,7298.30059381715
Angle 51,20516.5577504569,7277.07535976412
Angle 51,20542.512367672,7255.76588051865
Angle 51,20568.4501090842,7234.37225678757
Angle 51,20594.3709291967,7212.89458985836
Angle 51,20620.2747822735,7191.33298160246
Angle 51,20646.1616223392,7169.68753447851
Angle 51,20672.0314031789,7147.9583515356
Angle 51,20697.8840783384,7126.1455364166
Angle 51,20723.7196011238,7104.24919336138
Angle 51,20749.5379246019,7082.26942721013
Angle 51,20775.3390015997,7060.20634340662
Angle 51,20801.1227847047,7038.06004800152
Angle 51,20826.8892262647,7015.8306476557
Angle 51,20852.6382783879,6993.51824964349
Angle 51,20878.3698929428,6971.12296185603
Angle 51,20904.0840215581,6948.64489280457
Angle 51,20929.7806156229,6926.08415162378
Angle 51,20955.4596262864,6903.44084807506
Angle 51,20981.1210044583,6880.71509254987
Angle 51,21006.7647008082,6857.90699607308
Angle 51,21032.3906657662,6835.01667030625
Angle 51,21057.9988495225,6812.04422755101
Angle 51,21083.5892020277,6788.98978075237
Angle 51,21109.1616729925,6765.85344350209
Angle 51,21134.716211888,6742.63533004197
Angle 51,21160.2527679456,6719.33555526726
Angle 51,21185.7712901569,6695.95423472996
Angle 51,21211.271727274,6672.49148464221
Angle 51,21236.7540278093,6648.9474218796
Angle 51,21262.2181400357,6625.32216398457
Angle 51,21287.6640119866,6601.61582916976
Angle 51,21313.0915914559,6577.82853632135
Angle 51,21338.5008259979,6553.96040500243
Angle 51,21363.8916629279,6530.0115554564
Angle 51,21389.2640493217,6505.98210861029
Angle 51,21414.6179320159,6481.87218607815
Angle 51,21439.9532576081,6457.68191016441
Angle 51,21465.2699724566,6433.41140386728
Angle 51,21490.5680226811,6409.06079088208
Angle 51,21515.8473541622,6384.63019560465
Angle 51,21541.1079125419,6360.11974313469
Angle 51,21566.3496432234,6335.52955927914
Angle 51,21591.5724913715,6310.85977055558
Angle 51,21616.7764019126,6286.11050419559
Angle 51,21641.9613195348,6261.28188814809
Angle 51,21667.1271886882,6236.37405108276
Angle 51,21692.2739535848,6211.38712239339
Angle 51,21717.4015581989,6186.32123220126
Angle 51,21742.509946267,6161.17651135848
Angle 51,21767.5990612882,6135.9530914514
Angle 51,21792.6688465243,6110.65110480395
Angle 51,21817.719245,6085.27068448103
Angle 51,21842.750199503,6059.81196429183
Angle 51,21867.7616525843,6034.27507879325
Angle 51,21892.7535465583,6008.66016329319
Angle 51,21917.7258235034,5982.96735385396
Angle 51,21942.6784252616,5957.19678729563
Angle 51,21967.6112934391,5931.34860119933
Angle 51,21992.5243694067,5905.42293391066
Angle 51,22017.4175942997,5879.41992454299
Angle 51,22042.2909090184,5853.3397129808
Angle 51,22067.1442542283,5827.18243988303
Angle 51,22091.9775703602,5800.94824668641
Angle 51,22116.790797611,5774.63727560876
Angle 51,22141.5838759435,5748.24966965235
Angle 51,22166.3567450867,5721.78557260717
Angle 51,22191.1093445367,5695.24512905425
Angle 51,22215.8416135563,5668.628484369
Angle 51,22240.5534911758,5641.93578472443
Angle 51,22265.2449161933,5615.16717709453
Angle 51,22289.9158271749,5588.32280925747
Angle 51,22314.5661624553,5561.40282979892
Angle 51,22339.1958601379,5534.40738811531
Angle 51,22363.8048580954,5507.33663441708
Angle 51,22388.3930939702,5480.19071973194
Angle 51,22412.9605051748,5452.96979590811
Angle 51,22437.5070288922,5425.67401561754
Angle 51,22462.0326020763,5398.30353235916
Angle 51,22486.5371614525,5370.85850046207
Angle 51,22511.0206435181,5343.33907508876
Angle 51,22535.4829845426,5315.74541223829
Angle 51,22559.9241205684,5288.07766874949
Angle 51,22584.3439874115,5260.33600230412
Angle 51,22608.7425206615,5232.52057143005
Angle 51,22633.1196556825,5204.63153550436
Angle 51,22657.4753276136,5176.66905475655
Angle 51,22681.8094713692,5148.63329027161
Angle 51,22706.1220216402,5120.52440399314
Angle 51,22730.4129128936,5092.34255872646
Angle 51,22754.6820793742,5064.0879181417
Angle 51,22778.9294551044,5035.76064677686
Angle 51,22803.1549738851,5007.36091004085
Angle 51,22827.3585692964,4978.88887421656
Angle 51,22851.5401746981,4950.34470646388
Angle 51,22875.6997232307,4921.72857482268
Angle 51,22899.8371478156,4893.04064821586
Angle 51,22923.9523811561,4864.28109645225
Angle 51,22948.0453557381,4835.45009022967
Angle 51,22972.1160038309,4806.54780113775
Angle 51,22996.1642574878,4777.57440166098
Angle 51,23020.1900485466,4748.53006518151
Angle 51,23044.1933086312,4719.41496598211
Angle 51,23068.1739691513,4690.22927924901
Angle 51,23092.1319613043,4660.97318107472
Angle 51,23116.0672160753,4631.64684846092
Angle 51,23139.9796642383,4602.25045932122
Angle 51,23163.869236357,4572.78419248396
Angle 51,23187.7358627858,4543.24822769496
Angle 51,23211.5794736703,4513.6427456203
Angle 51,23235.3999989489,4483.96792784899
Angle 51,23259.1973683529,4454.2239568957
Angle 51,23282.971511408,4424.41101620343
Angle 51,23306.7223574353,4394.52929014613
Angle 51,23330.4498355517,4364.57896403136
Angle 51,23354.1538746718,4334.56022410287
Angle 51,23377.8344035079,4304.47325754316
Angle 51,23401.4913505718,4274.31825247606
Angle 51,23425.1246441758,4244.09539796922
Angle 51,23448.7342124331,4213.8048840366
Angle 51,23472.3199832596,4183.44690164097
Angle 51,23495.881884375,4153.02164269631
Angle 51,23519.4198433033,4122.52930007022
Angle 51,23542.9337873746,4091.97006758631
Angle 51,23566.4236437258,4061.34414002655
Angle 51,23589.8893393023,4030.65171313358
Angle 51,23613.3308008587,3999.89298361297
Angle 51,23636.7479549602,3969.06814913554
Angle 51,23660.1407279841,3938.17740833951
Angle 51,23683.5090461207,3907.22096083272
Angle 51,23706.8528353747,3876.19900719478
Angle 51,23730.1720215667,3845.11174897921
Angle 51,23753.4665303343,3813.95938871549
Angle 51,23776.7362871336,3782.74212991115
Angle 51,23799.9812172403,3751.46017705374
Angle 51,23823.2012457516,3720.11373561284
Angle 51,23846.3962975872,3688.70301204202
Angle 51,23869.5662974907,3657.22821378067
Angle 51,23892.7111700314,3625.68954925595
Angle 51,23915.8308396056,3594.08722788456
Angle 51,23938.925230438,3562.42146007455
Angle 51,23961.9942665834,3530.69245722707
Angle 51,23985.0378719281,3498.90043173804
Angle 51,24008.0559701917,3467.04559699987
Angle 51,24031.0484849283,3435.12816740304
Angle 51,24054.0153395286,3403.14835833768
Angle 51,24076.9564572212,3371.10638619514
Angle 51,24099.8717610743,3339.00246836944
Angle 51,24122.7611739974,3306.83682325874
Angle 51,24145.6246187434,3274.60967026673
Angle 51,24168.4620179095,3242.32122980401
Angle 51,24191.2732939398,3209.97172328937
Angle 51,24214.0583691267,3177.56137315106
Angle 51,24236.8171656126,3145.090402828
Angle 51,24259.5496053918,3112.55903677096
Angle 51,24282.2556103127,3079.96750044367
Angle 51,24304.9351020793,3047.31602032388
Angle 51,24327.5880022529,3014.60482390434
Angle 51,24350.2142322549,2981.83413969385
Angle 51,24372.8137133676,2949.00419721809
Angle 51,24395.3863667372,2916.1152270205
Angle 51,24417.9321133751,2883.16746066312
Angle 51,24440.4508741604,2850.16113072728
Angle 51,24462.9425698415,2817.09647081434
Angle 51,24485.4071210387,2783.97371554632
Angle 51,24507.8444482459,2750.79310056649
Angle 51,24530.2544718329,2717.55486253987
Angle 51,24552.6371120474,2684.25923915372
Angle 51,24574.9922890175,2650.90646911796
Angle 51,24597.3199227536,2617.49679216549
Angle 51,24619.6199331508,2584.03044905252
Angle 51,24641.8922399911,2550.50768155877
Angle 51,24664.1367629457,2516.92873248766
Angle 51,24686.3534215773,2483.29384566641
Angle 51,24708.5421353424,2449.60326594608
Angle 51,24730.702823594,2415.85723920155
Angle 51,24752.8354055835,2382.05601233149
Angle 51,24774.9398004632,2348.19983325812
Angle 51,24797.0159272891,2314.28895092707
Angle 51,24819.0637050233,2280.3236153071
Angle 51,24841.0830525361,2246.3040773897
Angle 51,24863.0738886089,2212.23058918874
Angle 51,24885.0361319366,2178.10340373995
Angle 51,24906.9697011304,2143.92277510039
Angle 51,24928.8745147201,2109.68895834783
Angle 51,24950.750491157,2075.40220958005
Angle 51,24972.5975488164,2041.06278591406
Angle 51,24994.4156060004,2006.67094548534
Angle 51,25016.2045809405,1972.22694744683
Angle 51,25037.9643918004,1937.73105196805
Angle 51,25059.694956679,1903.18352023398
Angle 51,25081.3961936129,1868.58461444397
Angle 51,25103.0680205792,1833.93459781051
Angle 51,25124.7103554987,1799.23373455799
Angle 51,25146.3231162385,1764.48228992131
Angle 51,25167.906220615,1729.68053014444
Angle 51,25189.4595863969,1694.82872247896
Angle 51,25210.9831313082,1659.92713518242
Angle 51,25232.4767730309,1624.97603751669
Angle 51,25253.9404292083,1589.97569974622
Angle 51,25275.3740174482,1554.9263931362
Angle 51,25296.7774553257,1519.82838995064
Angle 51,25318.1506603862,1484.6819634504
Angle 51,25339.4935501491,1449.48738789109
Angle 51,25360.8060421102,1414.24493852092
Angle 51,25382.0880537456,1378.95489157848
Angle 51,25403.3395025145,1343.61752429035
Angle 51,25424.5603058626,1308.23311486875
Angle 51,25445.7503812254,1272.80194250901
Angle 51,25466.9096460314,1237.32428738699
Angle 51,25488.0380177054,1201.8004306564
Angle 51,25509.1354136721,1166.23065444604
Angle 51,25530.2017513593,1130.61524185695
Angle 51,25551.2369482013,1094.95447695948
Angle 51,25572.2409216424,1059.24864479024
Angle 51,25593.2135891405,1023.498031349
Angle 51,25614.1548681702,987.702923595469
Angle 51,25635.0646762268,951.863609445995
Angle 51,25655.9429308297,915.980377770171
Angle 51,25676.7895495256,880.053518387344
Angle 51,25697.6044498928,844.083322063041
Angle 51,25718.3875495441,808.07008050529
Angle 51,25739.1387661312,772.014086360854
Angle 51,25759.8580173476,735.915633211363
Angle 51,25780.5452209331,699.775015569361
Angle 51,25801.2002946768,663.592528874249
Angle 51,25821.8231564214,627.368469488132
Angle 51,25842.4137240668,591.103134691572
Angle 51,25862.9719155738,554.796822679243
Angle 51,25883.4976489683,518.449832555485
Angle 51,25903.9908423446,482.062464329765
Angle 51,25924.45141387,445.635018912035
Angle 51,25944.8792817879,409.16779810799
Angle 51,25965.2743644226,372.661104614233
Angle 51,25985.6365801826,336.115242013328
Angle 51,26005.9658475649,299.530514768764
Angle 51,26026.2620851589,262.907228219813
Angle 51,26046.5252116505,226.245688576286
Angle 51,26066.7551458264,189.546202913188
Angle 51,26086.9518065777,152.809079165271
Angle 51,26107.1151129042,116.034626121486
Angle 51,26127.2449839187,79.223153419329
Angle 51,26147.3413388513,42.3749715390857
Angle 51,26167.4040970529,5.49039179797322
Angle 51,26170.3825780851,0
Angle 52,0,0
Angle 52,42.9756336236323,54.9083026447636
Angle 52,85.8320614481213,109.566300656774
Angle 52,128.570720848184,163.976099815662
Angle 52,171.193023364319,218.139767171304
Angle 52,213.700355324357,272.059331979957
Angle 52,256.094078446193,325.736786612042
Angle 52,298.375530422385,379.174087432593
Angle 52,340.546025487273,432.373155655389
Angle 52,382.606854967251,485.335878171683
Angle 52,424.559287814797,538.064108354464
Angle 52,466.40457112683,590.559666839109
Angle 52,508.14393064795,642.824342281255
Angle 52,549.778571259099,694.859892092699
Angle 52,591.309677452141,746.668043156092
Angle 52,632.738413790854,798.250492519156
Angle 52,674.065925358803,849.608908069131
Angle 52,715.293338194545,900.74492918814
Angle 52,756.421759714588,951.660167390106
Angle 52,797.452279124536,1002.35620693985
Angle 52,838.385967818792,1052.834605455
Angle 52,879.223879769231,1103.09689449121
Angle 52,919.96705190319,1153.14458011134
Angle 52,960.61650447113,1202.97914343904
Angle 52,1001.17324140432,1252.60204119735
Angle 52,1041.63825066285,1302.01470623269
Angle 52,1082.01250457433,1351.21854802478
Angle 52,1122.29696016351,1400.21495318299
Angle 52,1162.49255947316,1449.00528592941
Angle 52,1202.6002298765,1497.5908885693
Angle 52,1242.62088438139,1545.97308194898
Angle 52,1282.55542192661,1594.15316590198
Angle 52,1322.40472767043,1642.13241968343
Angle 52,1362.16967327173,1689.91210239327
Angle 52,1401.85111716389,1737.49345338863
Angle 52,1441.44990482171,1784.87769268561
Angle 52,1480.9668690215,1832.06602135086
Angle 52,1520.40283009464,1879.05962188326
Angle 52,1559.75859617476,1925.85965858599
Angle 52,1599.03496343869,1972.46727792929
Angle 52,1638.23271634149,2018.88360890418
Angle 52,1677.35262784557,2065.10976336745
Angle 52,1716.39545964429,2111.1468363781
Angle 52,1755.36196237995,2156.99590652557
Angle 52,1794.25287585658,2202.65803624993
Angle 52,1833.06892924748,2248.13427215438
Angle 52,1871.81084129783,2293.42564531008
Angle 52,1910.47932052238,2338.53317155375
Angle 52,1949.07506539844,2383.45785177817
Angle 52,1987.59876455431,2428.20067221567
Angle 52,2026.05109695321,2472.76260471503
Angle 52,2064.4327320729,2517.14460701179
Angle 52,2102.7443300811,2561.34762299223
Angle 52,2140.98654200684,2605.37258295121
Angle 52,2179.16000990778,2649.22040384406
Angle 52,2217.26536703376,2692.89198953256
Angle 52,2255.30323798648,2736.38823102538
Angle 52,2293.27423887565,2779.71000671294
Angle 52,2331.17897747151,2822.85818259695
Angle 52,2369.0180533539,2865.83361251477
Angle 52,2406.79205805803,2908.63713835868
Angle 52,2444.50157521694,2951.26959029024
Angle 52,2482.14718070074,2993.73178694987
Angle 52,2519.72944275287,3036.02453566177
Angle 52,2557.24892212323,3078.1486326343
Angle 52,2594.70617219845,3120.10486315593
Angle 52,2632.10173912929,3161.89400178696
Angle 52,2669.43616195525,3203.51681254692
Angle 52,2706.70997272649,3244.97404909809
Angle 52,2743.9236966231,3286.26645492485
Angle 52,2781.07785207183,3327.39476350933
Angle 52,2818.17295086027,3368.35969850321
Angle 52,2855.2094982487,3409.16197389583
Angle 52,2892.1879930794,3449.80229417886
Angle 52,2929.10892788382,3490.2813545073
Angle 52,2965.97278898739,3530.59984085726
Angle 52,3002.78005661216,3570.75843018032
Angle 52,3039.53120497734,3610.75779055474
Angle 52,3076.22670239766,3650.59858133345
Angle 52,3112.86701137982,3690.28145328905
Angle 52,3149.45258871682,3729.80704875582
Angle 52,3185.98388558047,3769.17600176871
Angle 52,3222.46134761197,3808.38893819967
Angle 52,3258.88541501059,3847.44647589102
Angle 52,3295.25652262068,3886.34922478627
Angle 52,3331.5751000168,3925.09778705819
Angle 52,3367.84157158724,3963.69275723439
Angle 52,3404.0563566158,4002.13472232032
Angle 52,3440.21986936197,4040.42426191986
Angle 52,3476.33251913954,4078.56194835353
Angle 52,3512.39471039361,4116.54834677431
Angle 52,3548.40684277617,4154.38401528124
Angle 52,3584.36931122006,4192.06950503075
Angle 52,3620.28250601166,4229.60536034584
Angle 52,3656.14681286202,4266.99211882312
Angle 52,3691.96261297669,4304.23031143784
Angle 52,3727.73028312421,4341.32046264676
Angle 52,3763.45019570325,4378.26309048921
Angle 52,3799.12271880845,4415.05870668608
Angle 52,3834.74821629511,4451.70781673702
Angle 52,3870.3270478425,4488.21092001571
Angle 52,3905.8595690161,4524.56850986343
